epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,42.0307,0.6344,3.23304,1.13422,0.03686,1,0.46796,0.41204,0.60808,3.15087,0.95364,0.000252863,0.000252863,0.000252863
22,42.9233,0.66911,3.01077,1.06741,0.03309,1,0.4675,0.40753,0.5675,3.10895,0.93369,0.000261924,0.000261924,0.000261924
23,43.7346,0.64262,2.84634,1.08691,0.0289,1,0.45377,0.41169,0.54269,3.07398,0.9253,0.00027068,0.00027068,0.00027068
24,44.7163,0.66169,2.75058,1.11421,0.02183,1,0.52341,0.4837,0.5607,3.02183,0.93267,0.000279132,0.000279132,0.000279132
25,45.597,0.68464,2.86248,1.1222,0.01867,1,0.50736,0.45502,0.57764,2.93651,0.95646,0.00028728,0.00028728,0.00028728
26,46.5302,0.72272,2.73069,1.16044,0.01654,1,0.50932,0.47455,0.65902,2.88591,1.0719,0.000295123,0.000295123,0.000295123
27,47.3632,0.69336,2.67437,1.07735,0.01614,1,0.59651,0.55066,0.77056,2.86186,1.16244,0.000302661,0.000302661,0.000302661
28,48.1719,0.79595,2.55149,1.20313,0.01614,1,0.59651,0.55066,0.77056,2.86186,1.16244,0.000309895,0.000309895,0.000309895
29,48.9965,0.75478,2.80044,1.15199,0.01913,1,0.57798,0.50665,0.83157,2.85016,1.15066,0.000316825,0.000316825,0.000316825
30,49.9715,0.63708,2.48947,1.0631,0.01401,0.875,0.55996,0.47887,0.95418,2.83261,1.18011,0.00032345,0.00032345,0.00032345
31,50.8441,0.73759,2.40434,1.1591,0.01401,0.875,0.55996,0.47887,0.95418,2.83261,1.18011,0.00032977,0.00032977,0.00032977
32,51.6656,0.69864,2.47933,1.12061,0.01302,0.75,0.55969,0.47884,0.96412,2.82609,1.15519,0.000335786,0.000335786,0.000335786
33,52.4673,0.7005,2.54528,1.15549,0.01226,0.75,0.55969,0.48054,0.77763,2.79925,1.04606,0.000341498,0.000341498,0.000341498
34,53.2155,0.6179,2.21845,1.08663,0.01226,0.75,0.55969,0.48054,0.77763,2.79925,1.04606,0.000346904,0.000346904,0.000346904
35,53.979,0.70433,2.44588,1.15798,0.53316,0.375,0.50812,0.45227,0.74131,2.783,1.08659,0.000352007,0.000352007,0.000352007
36,54.8073,0.65085,2.34611,1.14162,0.52064,0.375,0.56418,0.50594,0.76867,2.7807,1.13275,0.000356804,0.000356804,0.000356804
37,55.678,0.74217,2.35378,1.1467,0.52064,0.375,0.56418,0.50594,0.76867,2.7807,1.13275,0.000361298,0.000361298,0.000361298
38,56.5083,0.60186,2.10103,1.08379,0.81051,0.375,0.49702,0.44218,0.7537,2.80235,1.13297,0.000365486,0.000365486,0.000365486
39,57.3443,0.72153,2.10736,1.10653,0.87677,0.375,0.46675,0.41088,0.76718,2.80685,1.13573,0.000369371,0.000369371,0.000369371
40,58.243,0.74216,2.16292,1.1386,0.87677,0.375,0.46675,0.41088,0.76718,2.80685,1.13573,0.00037295,0.00037295,0.00037295
41,59.188,0.81059,1.94931,1.16317,0.92886,0.25,0.43464,0.3703,0.94129,2.74946,1.16352,0.000376226,0.000376226,0.000376226
42,60.1173,0.71602,1.89153,1.08778,0.93164,0.25,0.42338,0.31366,1.13961,2.74271,1.2508,0.000379196,0.000379196,0.000379196
43,61.0911,0.64264,2.07841,1.06611,0.93164,0.25,0.42338,0.31366,1.13961,2.74271,1.2508,0.000381862,0.000381862,0.000381862
44,61.9064,0.75611,2.03828,1.19299,0.91601,0.25,0.4349,0.29913,1.1721,2.59661,1.27632,0.000384224,0.000384224,0.000384224
45,62.7702,0.62006,1.70546,1.03485,0.91601,0.25,0.4349,0.29913,1.1721,2.59661,1.27632,0.000386281,0.000386281,0.000386281
46,63.6623,0.74223,1.80943,1.06792,0.968,0.25,0.44153,0.31295,1.13924,2.50166,1.27381,0.000388034,0.000388034,0.000388034
47,64.4477,0.58971,1.74721,1.05338,0.968,0.25,0.44153,0.31295,1.13924,2.50166,1.27381,0.000389482,0.000389482,0.000389482
48,65.0394,0.59311,1.76977,1.03404,0.87115,0.375,0.46184,0.38289,1.01051,2.36206,1.25321,0.000390625,0.000390625,0.000390625
49,65.6062,0.62867,1.63504,1.02058,0.87115,0.375,0.46184,0.38289,1.01051,2.36206,1.25321,0.000391464,0.000391464,0.000391464
50,66.1908,0.63967,1.72173,1.01668,0.87512,0.375,0.46755,0.38837,0.94838,2.31771,1.23984,0.000391999,0.000391999,0.000391999
51,66.7593,0.71768,1.73212,1.1293,0.87512,0.375,0.46755,0.38837,0.94838,2.31771,1.23984,0.000388345,0.000388345,0.000388345
52,69.2148,0.68503,1.63415,1.10128,0.91589,0.375,0.44979,0.40855,0.89989,2.24866,1.22953,0.000380732,0.000380732,0.000380732
53,69.9395,0.62793,1.53999,1.08037,0.91589,0.375,0.44979,0.40855,0.89989,2.24866,1.22953,0.000373119,0.000373119,0.000373119
54,70.5416,0.52342,1.47917,0.98294,0.94371,0.375,0.43892,0.40396,0.86246,2.17537,1.20893,0.000365506,0.000365506,0.000365506
55,71.1263,0.6184,1.57995,1.02025,0.94371,0.375,0.43892,0.40396,0.86246,2.17537,1.20893,0.000357893,0.000357893,0.000357893
56,71.7279,0.72013,1.56084,1.0446,0.95367,0.375,0.52613,0.46124,0.76989,2.13362,1.15799,0.00035028,0.00035028,0.00035028
57,72.3088,0.55584,1.42967,1.03672,0.95367,0.375,0.52613,0.46124,0.76989,2.13362,1.15799,0.000342666,0.000342666,0.000342666
58,72.911,0.57044,1.5016,1.04034,0.94502,0.375,0.56208,0.47733,0.75633,2.0901,1.14756,0.000335053,0.000335053,0.000335053
59,73.6008,0.63963,1.50804,1.09097,0.94502,0.375,0.56208,0.47733,0.75633,2.0901,1.14756,0.00032744,0.00032744,0.00032744
60,74.5295,0.61754,1.44338,1.02482,0.8114,0.5,0.58393,0.46742,0.80128,2.03826,1.14807,0.000319827,0.000319827,0.000319827
61,75.3872,0.66742,1.5504,1.08224,0.8114,0.5,0.58393,0.46742,0.80128,2.03826,1.14807,0.000312214,0.000312214,0.000312214
62,76.3114,0.66942,1.53729,1.02235,0.85236,0.5,0.58604,0.46691,0.88381,2.06492,1.17691,0.000304601,0.000304601,0.000304601
63,77.362,0.72907,1.50918,1.12283,0.85236,0.5,0.58604,0.46691,0.88381,2.06492,1.17691,0.000296988,0.000296988,0.000296988
64,78.2727,0.70993,1.43009,1.03218,0.79944,0.5,0.65445,0.47724,0.88083,2.11855,1.16329,0.000289375,0.000289375,0.000289375
65,79.0967,0.5452,1.40429,1.01964,0.79944,0.5,0.65445,0.47724,0.88083,2.11855,1.16329,0.000281762,0.000281762,0.000281762
66,79.9284,0.58364,1.47024,1.06606,0.80024,0.5,0.60078,0.47652,0.87531,2.14847,1.15698,0.000274148,0.000274148,0.000274148
67,80.7323,0.66583,1.40901,1.07416,0.80024,0.5,0.60078,0.47652,0.87531,2.14847,1.15698,0.000266535,0.000266535,0.000266535
68,81.6566,0.54382,1.2555,1.00252,0.84493,0.5,0.65856,0.48609,0.72406,2.09369,1.04597,0.000258922,0.000258922,0.000258922
69,82.5158,0.55528,1.52777,1.01791,0.84493,0.5,0.65856,0.48609,0.72406,2.09369,1.04597,0.000251309,0.000251309,0.000251309
70,83.4356,0.50272,1.3063,0.98737,0.83736,0.5,0.65677,0.51052,0.67228,1.95773,1.01367,0.000243696,0.000243696,0.000243696
71,84.3682,0.50804,1.28051,1.02612,0.83736,0.5,0.65677,0.51052,0.67228,1.95773,1.01367,0.000236083,0.000236083,0.000236083
72,85.2298,0.60261,1.36734,1.06592,0.8278,0.5,0.65476,0.5125,0.68949,1.90151,0.99904,0.00022847,0.00022847,0.00022847
73,86.0085,0.63117,1.46337,1.11651,0.8278,0.5,0.65476,0.5125,0.68949,1.90151,0.99904,0.000220857,0.000220857,0.000220857
74,86.9303,0.48069,1.26328,1.00294,0.80077,0.5,0.65044,0.51088,0.67902,1.89185,0.99264,0.000213244,0.000213244,0.000213244
75,87.7544,0.63193,1.52096,1.05377,0.80077,0.5,0.65044,0.51088,0.67902,1.89185,0.99264,0.000205631,0.000205631,0.000205631
76,88.5593,0.58225,1.36504,1.06444,0.792,0.5,0.65297,0.53516,0.68178,1.89337,0.97532,0.000198018,0.000198018,0.000198018
77,89.3449,0.45872,1.26144,0.95119,0.792,0.5,0.65297,0.53516,0.68178,1.89337,0.97532,0.000190404,0.000190404,0.000190404
78,90.1347,0.54281,1.35153,0.97397,0.97758,0.375,0.65519,0.54658,0.63076,1.90975,0.94459,0.000182791,0.000182791,0.000182791
79,90.9118,0.54682,1.38831,0.98678,0.97758,0.375,0.65519,0.54658,0.63076,1.90975,0.94459,0.000175178,0.000175178,0.000175178
80,91.7193,0.56654,1.42731,1.10084,0.97969,0.375,0.60944,0.52468,0.61369,1.9342,0.93997,0.000167565,0.000167565,0.000167565
81,92.4678,0.49131,1.28825,0.97104,0.97969,0.375,0.60944,0.52468,0.61369,1.9342,0.93997,0.000159952,0.000159952,0.000159952
82,93.2981,0.54819,1.32779,1.04974,0.98173,0.375,0.60115,0.51964,0.63848,1.98241,0.95118,0.000152339,0.000152339,0.000152339
83,94.0348,0.5211,1.35349,1.00546,0.98173,0.375,0.60115,0.51964,0.63848,1.98241,0.95118,0.000144726,0.000144726,0.000144726
84,94.9538,0.59078,1.34759,1.02039,0.98444,0.375,0.54932,0.47366,0.66816,2.02166,0.96256,0.000137113,0.000137113,0.000137113
85,95.8805,0.5396,1.20197,0.97866,0.98444,0.375,0.54932,0.47366,0.66816,2.02166,0.96256,0.0001295,0.0001295,0.0001295
86,97.3172,0.61176,1.33526,1.0567,0.98564,0.375,0.5431,0.4718,0.68142,2.03861,0.96841,0.000121887,0.000121887,0.000121887
87,98.0851,0.51674,1.29133,1.01042,0.98564,0.375,0.5431,0.4718,0.68142,2.03861,0.96841,0.000114273,0.000114273,0.000114273
88,98.9016,0.49884,1.25336,0.994,0.9862,0.375,0.54932,0.47218,0.68033,2.0701,0.97097,0.00010666,0.00010666,0.00010666
89,99.7708,0.45993,1.29157,0.96579,0.9862,0.375,0.54932,0.47218,0.68033,2.0701,0.97097,9.90472e-05,9.90472e-05,9.90472e-05
90,100.632,0.55423,1.34113,1.03138,0.9868,0.375,0.52859,0.4556,0.66185,2.09024,0.96988,9.14341e-05,9.14341e-05,9.14341e-05
91,142.656,0.30715,1.5523,0.92596,0.9868,0.375,0.52859,0.4556,0.66185,2.09024,0.96988,8.3821e-05,8.3821e-05,8.3821e-05
92,143.703,0.31438,1.471,0.87424,0.98507,0.375,0.51201,0.44648,0.64747,2.07106,0.97174,7.62079e-05,7.62079e-05,7.62079e-05
93,144.602,0.2876,1.39312,0.83773,0.98507,0.375,0.51201,0.44648,0.64747,2.07106,0.97174,6.85948e-05,6.85948e-05,6.85948e-05
94,145.496,0.30497,1.50959,0.87843,0.9837,0.375,0.52563,0.46075,0.62709,2.0503,0.96421,6.09817e-05,6.09817e-05,6.09817e-05
95,146.398,0.28359,1.4774,0.83809,0.9837,0.375,0.52563,0.46075,0.62709,2.0503,0.96421,5.33686e-05,5.33686e-05,5.33686e-05
96,147.3,0.27137,1.4869,0.84364,0.98212,0.375,0.52563,0.47692,0.62035,2.0366,0.96314,4.57555e-05,4.57555e-05,4.57555e-05
97,148.269,0.28917,1.386,0.84461,0.98212,0.375,0.52563,0.47692,0.62035,2.0366,0.96314,3.81424e-05,3.81424e-05,3.81424e-05
98,149.182,0.33029,1.50617,0.9258,0.98079,0.375,0.52563,0.47583,0.62579,2.00705,0.96427,3.05293e-05,3.05293e-05,3.05293e-05
99,150.265,0.2644,1.42642,0.86343,0.98079,0.375,0.52563,0.47583,0.62579,2.00705,0.96427,2.29162e-05,2.29162e-05,2.29162e-05
100,151.35,0.26113,1.38703,0.84391,0.98065,0.375,0.52563,0.47233,0.6292,1.98005,0.9646,1.53031e-05,1.53031e-05,1.53031e-05
